artifact_id,artifact_type,path,status,canonicality,owner_role,used_by_agent_roles,task_tags,when_to_use,inputs,outputs,mutation_scope,gates,dependencies,example_invocation_or_query,validation_command,source_of_truth_ref,last_validated_at
md_architecture_architecture_implementation_index_md,architecture_doc,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,active,canonical,Platform,SCA;SFA;Pi,schema,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_agent_decomposition_pattern_md,architecture_doc,md/Architecture/Agent_Decomposition_Pattern.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Agent_Decomposition_Pattern.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_agent_enterprise_bus_md,architecture_doc,md/Architecture/Agent_Enterprise_Bus.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Agent_Enterprise_Bus.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_agent_responsibility_md,architecture_doc,md/Architecture/Agent_Responsibility.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Agent_Responsibility.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_agents_nodes_backbone_guidance_md,architecture_doc,md/Architecture/Agents_Nodes_Backbone_Guidance.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Agents_Nodes_Backbone_Guidance.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_backbone_architecture_final_md,architecture_doc,md/Architecture/BACKBONE_ARCHITECTURE_FINAL.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/BACKBONE_ARCHITECTURE_FINAL.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_backbone_complete_md,architecture_doc,md/Architecture/BACKBONE_COMPLETE.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/BACKBONE_COMPLETE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_backbone_integration_md,architecture_doc,md/Architecture/BACKBONE_INTEGRATION.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/BACKBONE_INTEGRATION.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_backbone_alignment_validation_tools_md,architecture_doc,md/Architecture/Backbone_Alignment_Validation_Tools.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Backbone_Alignment_Validation_Tools.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_chrystallum_v0_agent_bootstrap_spec_md,architecture_doc,md/Architecture/CHRYSTALLUM_v0_AGENT_BOOTSTRAP_SPEC.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CHRYSTALLUM_v0_AGENT_BOOTSTRAP_SPEC.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_cidoc-crm_alignment_summary_md,architecture_doc,md/Architecture/CIDOC-CRM_Alignment_Summary.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CIDOC-CRM_Alignment_Summary.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_cidoc-crm_wikidata_alignment_strategy_md,architecture_doc,md/Architecture/CIDOC-CRM_Wikidata_Alignment_Strategy.md,active,legacy_reference,Platform,SCA;SFA;Pi,federation,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CIDOC-CRM_Wikidata_Alignment_Strategy.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_claim_workflow_models_md,architecture_doc,md/Architecture/CLAIM_WORKFLOW_MODELS.md,active,legacy_reference,Platform,SCA;SFA;Pi,claims,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CLAIM_WORKFLOW_MODELS.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_complete_integrated_architecture_md,architecture_doc,md/Architecture/COMPLETE_INTEGRATED_ARCHITECTURE.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/COMPLETE_INTEGRATED_ARCHITECTURE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_concept_to_subjectconcept_migration_2026-02-14_md,architecture_doc,md/Architecture/CONCEPT_TO_SUBJECTCONCEPT_MIGRATION_2026-02-14.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CONCEPT_TO_SUBJECTCONCEPT_MIGRATION_2026-02-14.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_crminf_implementation_guide_md,architecture_doc,md/Architecture/CRMinf_Implementation_Guide.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CRMinf_Implementation_Guide.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_crminf_implementation_summary_md,architecture_doc,md/Architecture/CRMinf_Implementation_Summary.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/CRMinf_Implementation_Summary.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_citation_and_prose_architecture_md,architecture_doc,md/Architecture/Citation_and_Prose_Architecture.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Citation_and_Prose_Architecture.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_directory_structure_md,architecture_doc,md/Architecture/DIRECTORY_STRUCTURE.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/DIRECTORY_STRUCTURE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_documentation_organization_complete_2025-12-13_md,architecture_doc,md/Architecture/DOCUMENTATION_ORGANIZATION_COMPLETE_2025-12-13.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/DOCUMENTATION_ORGANIZATION_COMPLETE_2025-12-13.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_entity_existence_check_md,architecture_doc,md/Architecture/Entity_Existence_Check.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Entity_Existence_Check.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_graph_governance_specification_md,architecture_doc,md/Architecture/Graph_Governance_Specification.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Graph_Governance_Specification.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_historical_dating_schema_disambiguation_md,architecture_doc,md/Architecture/Historical_Dating_Schema_Disambiguation.md,active,legacy_reference,Platform,SCA;SFA;Pi,schema,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Historical_Dating_Schema_Disambiguation.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_implementation_roadmap_md,architecture_doc,md/Architecture/IMPLEMENTATION_ROADMAP.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/IMPLEMENTATION_ROADMAP.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_kbpedia_mapping_confidence_rubric_md,architecture_doc,md/Architecture/KBPEDIA_MAPPING_CONFIDENCE_RUBRIC.md,active,legacy_reference,Platform,SCA;SFA;Pi,kbpedia,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/KBPEDIA_MAPPING_CONFIDENCE_RUBRIC.md,manual_review,md/Architecture/ADR-003-KBpedia-Role-and-Boundaries.md,2026-02-18
md_architecture_lcc_agent_routing_md,architecture_doc,md/Architecture/LCC_AGENT_ROUTING.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/LCC_AGENT_ROUTING.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_llm_vs_reasoning_model_clarification_md,architecture_doc,md/Architecture/LLM_vs_Reasoning_Model_Clarification.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/LLM_vs_Reasoning_Model_Clarification.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_langraph_workflow_md,architecture_doc,md/Architecture/Langraph_Workflow.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Langraph_Workflow.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_maintaining_persistence_md,architecture_doc,md/Architecture/Maintaining_Persistence.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Maintaining_Persistence.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_mathematical_data_structure_formalization_md,architecture_doc,md/Architecture/Mathematical_Data_Structure_Formalization.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Mathematical_Data_Structure_Formalization.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_ontology_principles_md,architecture_doc,md/Architecture/ONTOLOGY_PRINCIPLES.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/ONTOLOGY_PRINCIPLES.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_property_pattern_mining_integration_md,architecture_doc,md/Architecture/PROPERTY_PATTERN_MINING_INTEGRATION.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/PROPERTY_PATTERN_MINING_INTEGRATION.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_presentation_orchestration_plao_esb_v1_md,architecture_doc,md/Architecture/Presentation_Orchestration_PLAO_ESB_v1.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Presentation_Orchestration_PLAO_ESB_v1.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_proposed_knowledge_structure_md,architecture_doc,md/Architecture/Proposed_Knowledge_Structure.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Proposed_Knowledge_Structure.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_schema_enhancement_summary_2026-01-06_md,architecture_doc,md/Architecture/SCHEMA_ENHANCEMENT_SUMMARY_2026-01-06.md,active,legacy_reference,Platform,SCA;SFA;Pi,schema,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/SCHEMA_ENHANCEMENT_SUMMARY_2026-01-06.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_subgraph_structure_md,architecture_doc,md/Architecture/SUBGRAPH_STRUCTURE.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/SUBGRAPH_STRUCTURE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_scenario_generation_qa_gates_v1_md,architecture_doc,md/Architecture/Scenario_Generation_QA_Gates_v1.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Scenario_Generation_QA_Gates_v1.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_schema_gap_analysis_md,architecture_doc,md/Architecture/Schema_Gap_Analysis.md,active,legacy_reference,Platform,SCA;SFA;Pi,schema,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Schema_Gap_Analysis.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_subject_agent_granularity_strategy_md,architecture_doc,md/Architecture/Subject_Agent_Granularity_Strategy.md,active,legacy_reference,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Subject_Agent_Granularity_Strategy.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_technical_persistence_flow_md,architecture_doc,md/Architecture/Technical_Persistence_Flow.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Technical_Persistence_Flow.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_triple_alignment_implementation_complete_md,architecture_doc,md/Architecture/Triple_Alignment_Implementation_Complete.md,active,legacy_reference,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Triple_Alignment_Implementation_Complete.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_wikidata_sparql_patterns_md,architecture_doc,md/Architecture/Wikidata_SPARQL_Patterns.md,active,legacy_reference,Platform,SCA;SFA;Pi,federation,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Wikidata_SPARQL_Patterns.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_wikidata_statement_datatype_ingestion_spec_md,architecture_doc,md/Architecture/Wikidata_Statement_Datatype_Ingestion_Spec.md,active,legacy_reference,Platform,SCA;SFA;Pi,federation,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/Wikidata_Statement_Datatype_Ingestion_Spec.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_architecture_kbpedia_md,architecture_doc,md/Architecture/kbpedia.md,active,legacy_reference,Platform,SCA;SFA;Pi,kbpedia,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Architecture/kbpedia.md,manual_review,md/Architecture/ADR-003-KBpedia-Role-and-Boundaries.md,2026-02-18
md_core_agent_artifact_routing_guide_md,architecture_doc,md/Core/AGENT_ARTIFACT_ROUTING_GUIDE.md,active,canonical,Platform,SCA;SFA;Pi,agent_routing,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Core/AGENT_ARTIFACT_ROUTING_GUIDE.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_core_discipline_md,architecture_doc,md/Core/Discipline.md,active,canonical,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Core/Discipline.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_core_project_artifact_registry_decisions_md,architecture_doc,md/Core/PROJECT_ARTIFACT_REGISTRY_DECISIONS.md,active,canonical,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Core/PROJECT_ARTIFACT_REGISTRY_DECISIONS.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_core_project_artifact_registry_todo_md,architecture_doc,md/Core/PROJECT_ARTIFACT_REGISTRY_TODO.md,draft,canonical,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Core/PROJECT_ARTIFACT_REGISTRY_TODO.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_core_scripts_canonical_map_2026-02-17_md,architecture_doc,md/Core/SCRIPTS_CANONICAL_MAP_2026-02-17.md,active,canonical,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Core/SCRIPTS_CANONICAL_MAP_2026-02-17.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
md_core_building_chrystallum_a_knowledge_graph_of_history_md,architecture_doc,md/Core/building chrystallum a knowledge graph of history.md,active,canonical,Platform,SCA;SFA;Pi,general,Use for architecture and operational guidance.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open md/Core/building chrystallum a knowledge graph of history.md,manual_review,Key Files/2-12-26 Chrystallum Architecture - CONSOLIDATED.md,2026-02-18
scripts_agents_facet_agent_readme_md,script,scripts/agents/FACET_AGENT_README.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open scripts/agents/FACET_AGENT_README.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_agents_query_executor_quickstart_md,script,scripts/agents/QUERY_EXECUTOR_QUICKSTART.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open scripts/agents/QUERY_EXECUTOR_QUICKSTART.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_agents_query_executor_setup_md,script,scripts/agents/QUERY_EXECUTOR_SETUP.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open scripts/agents/QUERY_EXECUTOR_SETUP.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_agents_readme_md,script,scripts/agents/README.md,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,N/A,Human-readable guidance,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,open scripts/agents/README.md,manual_review,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_agents_book_discovery_agent_py,script,scripts/agents/book_discovery_agent.py,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,CLI args + files + env,Generated artifacts and/or graph mutations,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/agents/book_discovery_agent.py,python scripts/agents/book_discovery_agent.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_agents_facet_agent_framework_py,script,scripts/agents/facet_agent_framework.py,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,CLI args + files + env,Generated artifacts and/or graph mutations,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/agents/facet_agent_framework.py,python scripts/agents/facet_agent_framework.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_agents_query_executor_agent_test_py,script,scripts/agents/query_executor_agent_test.py,active,canonical,SCA,SCA;Pi,agent_routing,Use for runtime agent orchestration and execution tests.,CLI args + files + env,Generated artifacts and/or graph mutations,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/agents/query_executor_agent_test.py,python scripts/agents/query_executor_agent_test.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_analyze_label_overlap_py,script,scripts/analyze_label_overlap.py,active,canonical,Platform,SCA;SFA;Pi,general,Use as supporting project artifact.,CLI args + files + env,Generated artifacts and/or graph mutations,read_only,none,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/analyze_label_overlap.py,python scripts/analyze_label_overlap.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_backbone_geographic_download_pleiades_bulk_py,script,scripts/backbone/geographic/download_pleiades_bulk.py,active,canonical,SFA,SFA;Pi,geographic,Use for backbone ingestion/enrichment workflows.,CLI args + files + env,Generated artifacts and/or graph mutations,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/backbone/geographic/download_pleiades_bulk.py,python scripts/backbone/geographic/download_pleiades_bulk.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_backbone_geographic_import_pleiades_to_neo4j_py,script,scripts/backbone/geographic/import_pleiades_to_neo4j.py,active,canonical,SFA,SFA;Pi,geographic,Use for backbone ingestion/enrichment workflows.,CLI args + files + env,Generated artifacts and/or graph mutations,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/backbone/geographic/import_pleiades_to_neo4j.py,python scripts/backbone/geographic/import_pleiades_to_neo4j.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
scripts_backbone_geographic_pleiades_bulk_ingest_roman_republic_py,script,scripts/backbone/geographic/pleiades_bulk_ingest_roman_republic.py,active,canonical,SFA,SFA;Pi,geographic,Use for backbone ingestion/enrichment workflows.,CLI args + files + env,Generated artifacts and/or graph mutations,canonical_write,dispatcher_gate|policy_gate|U->Pi->Commit,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,python scripts/backbone/geographic/pleiades_bulk_ingest_roman_republic.py,python scripts/backbone/geographic/pleiades_bulk_ingest_roman_republic.py --help,md/Architecture/ARCHITECTURE_IMPLEMENTATION_INDEX.md,2026-02-18
