place_type_token,row_count,geonames_signal_count,geonames_signal_present,canonical_type_id,canonical_type_label,distinction_root_type_id,distinction_root_type_label,mapping_rule,needs_review,review_bucket,quality_star,quality_star_reason,is_fully_triangulated,wikidata_match_qid,wikidata_match_label,wikidata_match_description,wikidata_type_qids,wikidata_type_labels,wikidata_geo_score,wikidata_geo_matches,wikidata_label_match_strength,wikidata_geo_pids_present,wikidata_geo_pid_count,wikidata_time_pids_present,wikidata_time_pid_count,wikidata_periodo_ids,wikidata_start_time_values,wikidata_end_time_values,wikidata_error
hunting-base,2,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
isthmus,2,2,true,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q2532492,bridge,"edge of a graph whose deletion increases the graph's number of connected components; equivalently, an edge not contained in any cycle",Q3297804|Q77730568,edge|graph theory term,1,bridge,0,,0,,0,,,,
meadow,2,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q7777019,meadow,field vegetated primarily by grass and other non-woody plants (grassland),Q1006733|Q52105,grassland|habitat,0,none,3,,0,,0,,,,
salt-marsh,2,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q29925:marsh,wetland",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q29925,salt marsh,"type of coastal ecosystem, land outside the dikes that is not flooded with seawater with average high tide",Q170321|Q55706997|Q6764288,wetland|tidal marsh|marine habitat,2,"marsh,wetland",0,,0,,0,,,,
siege-mine,2,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:built_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
slag-heap,2,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q819511,spoil tip,pile built of accumulated spoil,Q10460934|Q2710737,artificial hill|waste dump,1,hill,0,,0,,0,,,,
wall,2,0,false,DEFENSIVE_BUILT_FEATURE,Defensive Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,exact:wall,false,AUTO_MAPPED,silver_star,canonical_exact_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
wheel,2,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q446,wheel,circular item that rotates about an axial bearing; one of the six simple machines,Q186713,simple machine,0,none,3,,0,,0,,,,
whirlpool,2,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,"wikidata:Q3433844:river,water",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q3433844,Whirlpool River,"watercourse in Alberta, Canada",Q355304|Q4022,watercourse|river,2,"river,water",2,P131|P17|P625,3,,0,,,,
bridge-group,1,0,false,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:transport_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
brothel,1,0,false,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q104641899:archaeological,site",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q104641899,Insula M1 (Ephesus),"latrine and richly furnished insula in Ephesus, formerly referred to as the brothel",Q14752696|Q41176|Q5615741|Q827617|Q839954,ancient Roman structure|building|latrine|insula|archaeological site,2,"archaeological,site",0,P131|P17|P276|P625,4,,0,,,,
castellum,1,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q114827359:theater,theatre",false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q114827359,Castellum Theater,theater in Serbia,Q2416217,theatre troupe,2,"theater,theatre",2,P131|P17|P276,3,P571,1,,+2002-00-00T00:00:00Z,,
cenotaph,1,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q321053:monument,structure",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q321053,cenotaph,empty tomb or monument erected in honor of a person whose remains are lost or interred elsewhere,Q103834702|Q173387|Q381885|Q4989906|Q5003624|Q811979,symbolic grave|grave|tomb|monument|memorial|architectural structure,2,"monument,structure",3,,0,,0,,,,
city-center,1,0,false,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,heuristic:settlement_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
delta,1,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,wikidata:Q188920:state,false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q188920,Delta Air Lines,airline in the United States (1929–present),Q46970|Q4830453|Q891723,airline|business|public company,1,state,2,P17,1,P571,1,,+1925-03-02T00:00:00Z|+1929-06-17T00:00:00Z,,
dike-group,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
diocese-church,1,0,false,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:sacred_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
earthworks,1,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q1349587:structure,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q1349587,earthworks,artificial changes in land level found in archaeology and fortifications,Q12529452|Q391414|Q811979|Q814254,human-made landform|architectural element|architectural structure|feature,1,structure,3,,0,,0,,,,
escarpment,1,0,false,SETTLEMENT,Settlement,SETTLEMENT_TYPE,Settlement Type,wikidata:Q122562773:settlement,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q122562773,Escarpment,"neighborhood in Niagara County, New York, United States",Q123705|Q486972,neighborhood|human settlement,1,settlement,3,P131|P17|P625,3,,0,,,,
fortified-church,1,0,false,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:sacred_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
grama,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q37561581,Grama,family name,Q101352,family name,0,none,3,,0,,0,,,,
island-group,1,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:land_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
military-base,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q245016,military base,facility directly owned and operated by or for the military,Q136558811|Q18691599|Q811979,type of military area|military installation|architectural structure,1,structure,0,,0,,0,,,,
palaestra,1,1,true,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q647160:building,false,AUTO_MAPPED,silver_star,wikidata_identity_without_geo_time,false,Q647160,palaestra,"Ancient Greek or Roman buildings for athletic training, generally smaller than gymnasiums",Q3914|Q41176,school|building,1,building,3,,0,,0,,,,
pit,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q1793026,Pit,male given name,Q202444|Q3409032,given name|unisex given name,0,none,3,,0,,0,,,,
postern,1,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q7234260:mountain,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q7234260,Postern Gap,Gebirgszug in Antarktika,Q133056,mountain pass,1,mountain,2,P131|P17|P625,3,,0,,,,
priory,1,0,false,REGION,Region,SETTLEMENT_TYPE,Settlement Type,"wikidata:Q7245483:administrative,kingdom",false,AUTO_MAPPED,silver_star,one_federation_leg_missing_with_geo_time,false,Q7245483,Priory,defunct electoral ward of Trafford Metropolitan Borough Council in England (abolished 2023),Q19953632|Q589282,former administrative territorial entity|ward or electoral division of the United Kingdom,2,"administrative,kingdom",3,P131|P17,2,P576,1,,,+2023-05-04T00:00:00Z,
quarry-group,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
road-station,1,0,false,TRANSPORT_FEATURE,Transport Feature,MAN_MADE_STRUCTURE,Man-Made Structure,heuristic:transport_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
sewer,1,0,false,LAND_FEATURE,Land Feature,PHYSICAL_FEATURE,Physical Feature,wikidata:Q25022794:island,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q25022794,Sewer,island in Indonesia,Q23442,island,1,island,3,P131|P17|P625,3,,0,,,,
shipshed,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q120685369,shipshed,covered slipway for dry-land storage of ancient Greek and Roman warships,Q361945,slipway,0,none,3,,0,,0,,,,
siege-ramp,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,Q37448746,Siege ramparts in Kunratice (Prague),,Q57821,fortification,1,fort,0,P131|P17|P625,3,,0,,,,
site,1,0,false,ARCHAEOLOGICAL_SITE,Archaeological Site,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q47162186:site,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q47162186,NRHP site,property/resource category in the US National Register of Historic Places,Q1081138|Q30634609|Q47161795,historic site|heritage designation|National Register property and resource category,1,site,2,P17,1,,0,,,,
space-interior,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
stupa,1,0,false,BUILT_FEATURE,Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,wikidata:Q6761682:structure,false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q6761682,stupa,term of Buddhism,Q1969448|Q811979,term|architectural structure,1,structure,3,P17,1,,0,,,,
tower-gate,1,0,false,SACRED_BUILT_FEATURE,Sacred Built Feature,MAN_MADE_STRUCTURE,Man-Made Structure,"wikidata:Q3458957:shrine,temple",false,AUTO_MAPPED,silver_star,federated_partial_missing_leg_or_time,false,Q3458957,rōmon,type of gate in Buddhist temples and Shinto shrines,Q32880|Q7893898,architectural style|mon,2,"shrine,temple",0,,0,,0,,,,
unlocated-group,1,0,false,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,UNKNOWN_OR_NEEDS_REVIEW,Unknown or Needs Review,fallback:unmapped,true,REVIEW_REQUIRED,bronze_star,unresolved_or_low_confidence,false,,,,,,0,,0,,0,,0,,,,
watercourse,1,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:water_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
waterwheel,1,0,false,WATER_FEATURE,Water Feature,PHYSICAL_FEATURE,Physical Feature,heuristic:water_keyword,false,AUTO_MAPPED,silver_star,canonical_heuristic_without_wikidata_identity,false,,,,,,0,,0,,0,,0,,,,
